"start" "end" "width" "strand" "gene"
"3653" 4017820 4018506 687 "-" "SCO3640"
"3654" 4018503 4019882 1380 "-" "SCO3641"
"3655" 4019875 4021137 1263 "-" "SCO3642"
"3656" 4021130 4022119 990 "-" "SCO3643"
"3657" 4022264 4023169 906 "-" "SCO3644"
"3658" 4023366 4024598 1233 "-" "SCO3645"
"3659" 4024591 4025406 816 "-" "SCO3646"
"3660" 4025550 4025981 432 "-" "SCO3647"
"3661" 4026217 4027671 1455 "-" "SCO3648"
"3662" 4027742 4028773 1032 "-" "SCO3649"
"3663" 4028946 4029494 549 "-" "SCO3650"
"3664" 4029505 4030293 789 "-" "SCO3651"
"3665" 4030362 4031294 933 "-" "SCO3652"
"3666" 4031299 4032045 747 "-" "SCO3653"
"3667" 4032042 4033367 1326 "-" "SCO3654"
"3668" 4033456 4035120 1665 "-" "SCO3655"
"3669" 4035252 4035809 558 "-" "SCO3656"
"3670" 4035996 4036406 411 "-" "SCO3657"
"3671" 4036689 4037879 1191 "+" "SCO3658"
"3672" 4037975 4038511 537 "-" "SCO3659"
"3673" 4038637 4040280 1644 "-" "SCO3660"
"3674" 4040450 4043047 2598 "-" "SCO3661"
"3675" 4043330 4043665 336 "-" "SCO3662"
"3676" 4043667 4043858 192 "-" "SCO3663"
"3677" 4043991 4045001 1011 "+" "SCO3664"
"3678" 4044998 4045981 984 "+" "SCO3665"
"3679" 4045944 4047128 1185 "-" "SCO3666"
"3680" 4047138 4048256 1119 "-" "SCO3667"
"3681" 4048460 4048915 456 "-" "SCO3668"
"3682" 4048921 4050120 1200 "-" "SCO3669"
"3683" 4050163 4050840 678 "-" "SCO3670"
"3684" 4050837 4052693 1857 "-" "SCO3671"
"3685" 4052789 4054024 1236 "-" "SCO3672"
"3686" 4054268 4056550 2283 "+" "SCO3673"
"3687" 4056685 4057986 1302 "+" "SCO3674"
"3688" 4058105 4059337 1233 "+" "SCO3675"
"3689" 4059415 4060467 1053 "+" "SCO3676"
"3690" 4060547 4061044 498 "-" "SCO3677"
"3691" 4061079 4061654 576 "-" "SCO3678"
"3692" 4062587 4064491 1905 "+" "SCO3679"
"3693" 4064575 4064868 294 "-" "SCO3680"
"3694" 4064888 4065388 501 "+" "SCO3681"
"3695" 4065489 4066526 1038 "+" "SCO3682"
"3696" 4066523 4066798 276 "-" "SCO3683"
"3697" 4066804 4067394 591 "-" "SCO3684"
"3698" 4067767 4068168 402 "+" "SCO3685"
"3699" 4068136 4068669 534 "-" "SCO3686"
"3700" 4069088 4069687 600 "+" "SCO3687"
"3701" 4069691 4070653 963 "+" "SCO3688"
"3702" 4071163 4071573 411 "-" "SCO3689"
"3703" 4071572 4072381 810 "+" "SCO3690"
"3704" 4072381 4073649 1269 "+" "SCO3691"
"3705" 4073646 4074005 360 "+" "SCO3692"
"3706" 4074209 4074751 543 "+" "SCO3693"
"3707" 4074756 4075130 375 "-" "SCO3694"
"3708" 4075117 4075605 489 "-" "SCO3695"
"3709" 4075938 4076306 369 "+" "SCO3696"
"3710" 4076249 4077469 1221 "-" "SCO3697"
"3711" 4077583 4078692 1110 "-" "SCO3698"
"3712" 4078689 4078997 309 "-" "SCO3699"
"3713" 4079089 4079502 414 "+" "SCO3700"
"3714" 4079499 4079729 231 "+" "SCO3701"
"3715" 4079863 4080510 648 "+" "SCO3702"
"3716" 4080650 4081045 396 "+" "SCO3703"
"3717" 4081222 4082031 810 "+" "SCO3704"
"3718" 4082028 4082879 852 "+" "SCO3705"
"3719" 4082876 4084000 1125 "+" "SCO3706"
"3720" 4084035 4084604 570 "-" "SCO3707"
"3721" 4084704 4085324 621 "-" "SCO3708"
"3722" 4085317 4085871 555 "-" "SCO3709"
"3723" 4086039 4087673 1635 "+" "SCO3710"
"3724" 4087742 4088053 312 "+" "SCO3711"
"3725" 4088148 4088984 837 "+" "SCO3712"
"3726" 4088998 4089171 174 "-" "SCO3713"
"3727" 4089285 4090508 1224 "-" "SCO3714"
"3728" 4090396 4091067 672 "-" "SCO3715"
"3729" 4091267 4091944 678 "-" "SCO3716"
"3730" 4091950 4094073 2124 "-" "SCO3717"
"3731" 4094070 4095734 1665 "-" "SCO3718"
"3732" 4095742 4095831 90 "-" "SCO3719"
"3733" 4095828 4095911 84 "-" "SCO3720"
"3734" 4096157 4096780 624 "-" "SCO3721"
"3735" 4096845 4097198 354 "-" "SCO3722"
"3736" 4097454 4098950 1497 "+" "SCO3723"
"3737" 4098986 4099468 483 "-" "SCO3724"
"3738" 4099520 4100809 1290 "-" "SCO3725"
"3739" 4100888 4101508 621 "-" "SCO3726"
"3740" 4101639 4102223 585 "+" "SCO3727"
"3741" 4102349 4103080 732 "-" "SCO3728"
"3742" 4103188 4103970 783 "-" "SCO3729"
"3743" 4104198 4105055 858 "+" "SCO3730"
"3744" 4105340 4105543 204 "+" "SCO3731"
"3745" 4105819 4107405 1587 "+" "SCO3732"
"3746" 4107493 4107822 330 "+" "SCO3733"
"3747" 4107830 4108183 354 "-" "SCO3734"
"3748" 4108183 4108686 504 "-" "SCO3735"
"3749" 4108736 4109227 492 "-" "SCO3736"
"3750" 4109279 4109905 627 "-" "SCO3737"
"3751" 4109902 4110471 570 "-" "SCO3738"
"3752" 4110508 4111512 1005 "+" "SCO3739"
"3753" 4111533 4112645 1113 "-" "SCO3740"
"3754" 4112648 4113418 771 "-" "SCO3741"
"3755" 4113665 4114393 729 "+" "SCO3742"
"3756" 4114390 4115031 642 "+" "SCO3743"
"3757" 4115028 4115813 786 "+" "SCO3744"
"3758" 4115666 4116157 492 "-" "SCO3745"
"3759" 4116154 4117440 1287 "-" "SCO3746"
"3760" 4117506 4118876 1371 "+" "SCO3747"
"3761" 4118957 4119160 204 "-" "SCO3748"
"3762" 4119416 4120066 651 "-" "SCO3749"
"3763" 4120212 4121462 1251 "-" "SCO3750"
"3764" 4121664 4121933 270 "+" "SCO3751"
"3765" 4121930 4122688 759 "+" "SCO3752"
"3766" 4122691 4125243 2553 "+" "SCO3753"
"3767" 4125465 4127978 2514 "-" "SCO3754"
"3768" 4127975 4128769 795 "-" "SCO3755"
"3769" 4128978 4129652 675 "-" "SCO3756"
"3770" 4129649 4130995 1347 "-" "SCO3757"
"3771" 4131008 4132060 1053 "-" "SCO3758"
"3772" 4132135 4133346 1212 "-" "SCO3759"
"3773" 4133355 4134332 978 "-" "SCO3760"
"3774" 4134484 4134996 513 "-" "SCO3761"
"3775" 4135076 4135273 198 "-" "SCO3762"
"3776" 4135438 4137522 2085 "-" "SCO3763"
"3777" 4137713 4138738 1026 "-" "SCO3764"
"3778" 4138735 4140114 1380 "-" "SCO3765"
"3779" 4140307 4141329 1023 "+" "SCO3766"
"3780" 4141437 4141892 456 "+" "SCO3767"
"3781" 4141996 4142244 249 "+" "SCO3768"
"3782" 4142257 4142994 738 "-" "SCO3769"
"3783" 4143070 4144254 1185 "+" "SCO3770"
"3784" 4143088 4143090 3 "+" "none"
"3785" 4144272 4145912 1641 "-" "SCO3771"
"3786" 4145930 4146976 1047 "-" "SCO3772"
"3787" 4147062 4148024 963 "+" "SCO3773"
"3788" 4148686 4149564 879 "+" "SCO3774"
"3789" 4149589 4151322 1734 "-" "SCO3775"
"3790" 4151301 4151843 543 "+" "SCO3776"
"3791" 4151442 4151444 3 "+" "none"
"3792" 4151848 4152975 1128 "+" "SCO3777"
"3793" 4153150 4154442 1293 "+" "SCO3778"
"3794" 4154591 4155571 981 "+" "SCO3779"
"3795" 4155682 4157352 1671 "+" "SCO3780"
"3796" 4157484 4158338 855 "+" "SCO3781"
"3797" 4158580 4159929 1350 "-" "SCO3782"
"3798" 4160042 4160218 177 "+" "SCO3783"
"3799" 4160268 4161347 1080 "-" "SCO3784"
"3800" 4161431 4162660 1230 "-" "SCO3785"
"3801" 4162785 4163303 519 "+" "SCO3786"
"3802" 4163376 4164320 945 "+" "SCO3787"
"3803" 4164327 4164737 411 "+" "SCO3788"
"3804" 4164773 4165789 1017 "+" "SCO3789"
"3805" 4165816 4167894 2079 "-" "SCO3790"
"3806" 4168158 4169495 1338 "+" "SCO3791"
"3807" 4169611 4171227 1617 "+" "SCO3792"
"3808" 4171328 4171693 366 "+" "SCO3793"
"3809" 4171889 4172662 774 "-" "SCO3794"
"3810" 4172747 4174510 1764 "-" "SCO3795"
"3811" 4174717 4176885 2169 "+" "SCO3796"
"3812" 4176813 4177901 1089 "-" "SCO3797"
"3813" 4177967 4178944 978 "-" "SCO3798"
"3814" 4179065 4179535 471 "-" "SCO3799"
"3815" 4179684 4181510 1827 "+" "SCO3800"
"3816" 4181609 4182907 1299 "+" "SCO3801"
"3817" 4183022 4183273 252 "+" "SCO3802"
"3818" 4183333 4183737 405 "-" "SCO3803"
"3819" 4183789 4184793 1005 "+" "SCO3804"
"3820" 4184790 4185284 495 "+" "SCO3805"
"3821" 4185307 4185765 459 "-" "SCO3806"
"3822" 4185833 4186627 795 "-" "SCO3807"
"3823" 4186809 4187633 825 "+" "SCO3808"
"3824" 4187758 4189068 1311 "-" "SCO3809"
"3825" 4189065 4189715 651 "-" "SCO3810"
"3826" 4189937 4190881 945 "+" "SCO3811"
"3827" 4190999 4191346 348 "+" "SCO3812"
"3828" 4191343 4192329 987 "+" "SCO3813"
"3829" 4192477 4193454 978 "+" "SCO3814"
"3830" 4193532 4194941 1410 "-" "SCO3815"
"3831" 4194961 4195941 981 "-" "SCO3816"
"3832" 4195943 4197196 1254 "-" "SCO3817"
"3833" 4197520 4198176 657 "+" "SCO3818"
"3834" 4198301 4198708 408 "+" "SCO3819"
"3835" 4198795 4200363 1569 "-" "SCO3820"
"3836" 4200767 4202437 1671 "+" "SCO3821"
"3837" 4202553 4203092 540 "-" "SCO3822"
"3838" 4204101 4205081 981 "-" "SCO3823"
"3839" 4205224 4206252 1029 "+" "SCO3824"
"3840" 4206249 4207097 849 "+" "SCO3825"
"3841" 4207170 4208267 1098 "-" "SCO3826"
"3842" 4208264 4209661 1398 "-" "SCO3827"
"3843" 4209661 4210572 912 "-" "SCO3828"
"3844" 4210796 4212271 1476 "-" "SCO3829"
"3845" 4212271 4213275 1005 "-" "SCO3830"
"3846" 4213272 4214438 1167 "-" "SCO3831"
"3847" 4214734 4215141 408 "+" "SCO3832"
"3848" 4215177 4215806 630 "-" "SCO3833"
"3849" 4215803 4217317 1515 "-" "SCO3834"
"3850" 4217476 4219167 1692 "+" "SCO3835"
"3851" 4219178 4219963 786 "-" "SCO3836"
"3852" 4219960 4221270 1311 "-" "SCO3837"
"3853" 4221267 4222505 1239 "-" "SCO3838"
"3854" 4222523 4222852 330 "-" "SCO3839"
"3855" 4222903 4223718 816 "-" "SCO3840"
"3856" 4223858 4225387 1530 "-" "SCO3841"
"3857" 4225790 4226674 885 "+" "SCO3842"
"3858" 4227374 4228246 873 "+" "SCO3843"
"3859" 4228257 4228775 519 "+" "SCO3844"
"3860" 4228917 4230464 1548 "+" "SCO3845"
"3861" 4230492 4231931 1440 "+" "SCO3846"
"3862" 4231928 4233400 1473 "+" "SCO3847"
"3863" 4233591 4235612 2022 "+" "SCO3848"
"3864" 4235691 4236452 762 "-" "SCO3849"
"3865" 4236466 4237524 1059 "-" "SCO3850"
"3866" 4237521 4238159 639 "-" "SCO3851"
"3867" 4238156 4238365 210 "-" "SCO3852"
"3868" 4238399 4239112 714 "-" "SCO3853"
"3869" 4239330 4239584 255 "+" "SCO3854"
"3870" 4239852 4240745 894 "-" "SCO3855"
"3871" 4240850 4241383 534 "-" "SCO3856"
"3872" 4241704 4242402 699 "+" "SCO3857"
"3873" 4242512 4243288 777 "-" "SCO3858"
"3874" 4243938 4244486 549 "+" "SCO3859"
"3875" 4244573 4246303 1731 "+" "SCO3860"
"3876" 4246345 4247670 1326 "-" "SCO3861"
"3877" 4247800 4248081 282 "-" "SCO3862"
"3878" 4248267 4248656 390 "+" "SCO3863"
"3879" 4248804 4249592 789 "+" "SCO3864"
"3880" 4249601 4250383 783 "+" "SCO3865"
"3881" 4250514 4251389 876 "-" "SCO3866"
"3882" 4251449 4251661 213 "-" "SCO3867"
"3883" 4251867 4252493 627 "+" "SCO3868"
"3884" 4252857 4257887 5031 "+" "SCO3869"
"3885" 4258228 4258428 201 "-" "SCO3870"
"3886" 4258993 4259403 411 "+" "SCO3871"
"3887" 4259979 4260536 558 "-" "SCO3872"
"3888" 4260741 4263314 2574 "-" "SCO3873"
"3889" 4263378 4265438 2061 "-" "SCO3874"
"3890" 4265873 4266445 573 "-" "SCO3875"
"3891" 4266442 4267563 1122 "-" "SCO3876"
"3892" 4267594 4268469 876 "-" "SCO3877"
"3893" 4268713 4269843 1131 "-" "SCO3878"
"3894" 4270778 4272748 1971 "-" "SCO3879"
"3895" 4273127 4273264 138 "+" "SCO3880"
"3896" 4273286 4273657 372 "+" "SCO3881"
"3897" 4273654 4274028 375 "+" "SCO3882"
"3898" 4274032 4275327 1296 "+" "SCO3883"
"3899" 4275343 4275855 513 "+" "SCO3884"
"3900" 4275980 4276699 720 "+" "SCO3885"
"3901" 4277251 4278078 828 "+" "SCO3886"
"3902" 4278195 4279181 987 "+" "SCO3887"
"3903" 4279519 4280136 618 "+" "SCO3888"
"3904" 4280212 4280544 333 "-" "SCO3889"
"3905" 4280583 4281551 969 "-" "SCO3890"
"3906" 4281711 4282559 849 "-" "SCO3891"
"3907" 4282577 4283287 711 "-" "SCO3892"
"3908" 4283316 4285007 1692 "-" "SCO3893"
"3909" 4285147 4287582 2436 "-" "SCO3894"
"3910" 4287627 4289990 2364 "-" "SCO3895"
"3911" 4290216 4291667 1452 "+" "SCO3896"
"3912" 4291764 4292357 594 "-" "SCO3897"
"3913" 4292389 4293666 1278 "-" "SCO3898"
"3914" 4293746 4294828 1083 "-" "SCO3899"
"3915" 4294873 4295550 678 "-" "SCO3900"
"3916" 4296215 4298602 2388 "+" "SCO3901"
"3917" 4298723 4300231 1509 "+" "SCO3902"
"3918" 4300309 4301340 1032 "-" "SCO3903"
"3919" 4301402 4302523 1122 "-" "SCO3904"
"3920" 4302661 4302966 306 "-" "SCO3905"
"3921" 4303242 4303532 291 "+" "SCO3906"
"3922" 4303613 4304212 600 "+" "SCO3907"
"3923" 4304258 4304494 237 "+" "SCO3908"
"3924" 4304513 4304959 447 "+" "SCO3909"
"3925" 4305060 4306406 1347 "-" "SCO3910"
"3926" 4306857 4308332 1476 "+" "SCO3911"
"3927" 4308427 4309812 1386 "+" "SCO3912"
"3928" 4309887 4310339 453 "-" "SCO3913"
"3929" 4310386 4310850 465 "-" "SCO3914"
"3930" 4310991 4312205 1215 "+" "SCO3915"
"3931" 4312354 4312773 420 "+" "SCO3916"
"3932" 4312891 4313757 867 "-" "SCO3917"
"3933" 4313836 4314318 483 "-" "SCO3918"
"3934" 4314389 4315294 906 "-" "SCO3919"
"3935" 4315547 4316725 1179 "-" "SCO3920"
"3936" 4316722 4317216 495 "-" "SCO3921"
"3937" 4317222 4317599 378 "-" "SCO3922"
"3938" 4317659 4317976 318 "+" "SCO3923"
"3939" 4318118 4318330 213 "+" "SCO3924"
"3940" 4318648 4319373 726 "+" "SCO3925"
"3941" 4319501 4319911 411 "+" "SCO3926"
"3942" 4319961 4321502 1542 "-" "SCO3927"
"3943" 4321756 4323594 1839 "+" "SCO3928"
"3944" 4324441 4325793 1353 "-" "SCO3929"
"3945" 4325990 4326556 567 "+" "SCO3930"
"3946" 4326866 4327165 300 "+" "SCO3931"
"3947" 4327576 4328355 780 "-" "SCO3932"
"3948" 4328521 4328871 351 "+" "SCO3933"
"3949" 4328871 4330172 1302 "+" "SCO3934"
"3950" 4330169 4330366 198 "+" "SCO3935"
"3951" 4330663 4332021 1359 "+" "SCO3936"
"3952" 4332160 4333647 1488 "-" "SCO3937"
"3953" 4334010 4335458 1449 "+" "SCO3939"
"3954" 4335483 4336355 873 "-" "SCO3940"
"3955" 4336537 4337643 1107 "-" "SCO3941"
"3956" 4337841 4338065 225 "+" "SCO3942"
"3957" 4338034 4339146 1113 "-" "SCO3943"
"3958" 4339565 4340644 1080 "+" "SCO3944"
"3959" 4340932 4342437 1506 "+" "SCO3945"
"3960" 4342458 4343462 1005 "+" "SCO3946"
"3961" 4343538 4347056 3519 "+" "SCO3947"
"3962" 4347161 4348843 1683 "+" "SCO3948"
"3963" 4348966 4350015 1050 "+" "SCO3949"
"3964" 4350063 4350980 918 "-" "SCO3950"
"3965" 4351038 4352000 963 "-" "SCO3951"
"3966" 4351997 4352455 459 "-" "SCO3952"
"3967" 4352462 4353010 549 "-" "SCO3953"
"3968" 4353121 4354878 1758 "-" "SCO3954"
"3969" 4354875 4355894 1020 "-" "SCO3955"
"3970" 4355990 4356952 963 "+" "SCO3956"
"3971" 4356969 4357850 882 "+" "SCO3957"
"3972" 4357847 4358758 912 "+" "SCO3958"
"3973" 4358770 4359489 720 "+" "SCO3959"
"3974" 4359709 4360551 843 "-" "SCO3960"
"3975" 4360548 4361825 1278 "-" "SCO3961"
"3976" 4362335 4363267 933 "-" "SCO3962"
"3977" 4363348 4364685 1338 "-" "SCO3963"
"3978" 4364694 4366736 2043 "-" "SCO3964"
"3979" 4366750 4367286 537 "-" "SCO3965"
"3980" 4367283 4367933 651 "-" "SCO3966"
"3981" 4368066 4368827 762 "-" "SCO3967"
"3982" 4368955 4369809 855 "-" "SCO3968"
"3983" 4370066 4370548 483 "-" "SCO3969"
"3984" 4370586 4372061 1476 "-" "SCO3970"
"3985" 4372196 4373629 1434 "-" "SCO3971"
"3986" 4374285 4374950 666 "+" "SCO3972"
"3987" 4375006 4375671 666 "+" "SCO3973"
"3988" 4375917 4376882 966 "-" "SCO3974"
"3989" 4377505 4378143 639 "-" "SCO3975"
"3990" 4378271 4379098 828 "-" "SCO3976"
"3991" 4379364 4380923 1560 "+" "SCO3977"
"3992" 4381065 4381949 885 "-" "SCO3978"
"3993" 4382030 4382620 591 "+" "SCO3979"
"3994" 4382898 4383473 576 "-" "SCO3980"
"3995" 4383616 4384371 756 "-" "SCO3981"
"3996" 4384451 4384729 279 "+" "SCO3982"
"3997" 4384742 4385053 312 "+" "SCO3983"
"3998" 4385053 4385256 204 "+" "SCO3984"
"3999" 4385253 4385477 225 "+" "SCO3985"
"4000" 4385486 4386217 732 "+" "SCO3986"
"4001" 4386217 4386522 306 "+" "SCO3987"
"4002" 4386552 4386899 348 "+" "SCO3988"
"4003" 4387240 4387509 270 "+" "SCO3989"
"4004" 4387791 4388060 270 "-" "SCO3990"
"4005" 4388129 4389009 881 "-" "SCO3991"
"4006" 4389254 4389544 291 "-" "SCO3992"
"4007" 4389593 4389862 270 "-" "SCO3993"
"4008" 4389919 4390131 213 "+" "SCO3994"
"4009" 4390652 4390861 210 "+" "SCO3996"
"4010" 4392274 4393617 1344 "-" "SCO3998"
"4011" 4394003 4395133 1131 "+" "SCO3999"
"4012" 4395100 4395579 480 "-" "SCO4000"
"4013" 4395671 4396546 876 "-" "SCO4001"
"4014" 4396912 4397238 327 "+" "SCO4002"
"4015" 4397335 4397688 354 "-" "SCO4003"
"4016" 4397691 4397855 165 "-" "SCO4004"
"4017" 4397899 4398372 474 "+" "SCO4005"
"4018" 4398501 4400177 1677 "+" "SCO4006"
"4019" 4400250 4401542 1293 "-" "SCO4007"
"4020" 4401679 4402257 579 "+" "SCO4008"
"4021" 4402297 4406688 4392 "-" "SCO4009"
"4022" 4406863 4407330 468 "-" "SCO4010"
"4023" 4407941 4408414 474 "+" "SCO4011"
"4024" 4408407 4408838 432 "-" "SCO4012"
"4025" 4409067 4410554 1488 "+" "SCO4013"
"4026" 4410577 4410936 360 "-" "SCO4014"
"4027" 4410971 4411894 924 "+" "SCO4015"
"4028" 4410998 4411000 3 "+" "none"
"4029" 4412004 4412957 954 "+" "SCO4016"
"4030" 4413017 4413733 717 "-" "SCO4017"
"4031" 4413742 4414275 534 "-" "SCO4018"
"4032" 4414377 4415069 693 "+" "SCO4019"
"4033" 4415129 4415944 816 "+" "SCO4020"
"4034" 4415941 4417515 1575 "+" "SCO4021"
"4035" 4417530 4418879 1350 "+" "SCO4022"
"4036" 4418876 4421077 2202 "+" "SCO4023"
"4037" 4421136 4422659 1524 "+" "SCO4024"
"4038" 4422721 4423479 759 "+" "SCO4025"
"4039" 4423549 4424019 471 "-" "SCO4026"
"4040" 4424029 4424409 381 "-" "SCO4027"
"4041" 4424566 4425387 822 "+" "SCO4028"
"4042" 4425406 4426155 750 "+" "SCO4029"
"4043" 4426138 4426959 822 "-" "SCO4030"
"4044" 4427069 4429648 2580 "-" "SCO4031"
"4045" 4429662 4430162 501 "-" "SCO4032"
"4046" 4430278 4430568 291 "+" "SCO4033"
"4047" 4430684 4431640 957 "-" "SCO4034"
"4048" 4431932 4432795 864 "-" "SCO4035"
"4049" 4432988 4433281 294 "-" "SCO4036"
"4050" 4433281 4433457 177 "-" "SCO4037"
"4051" 4433708 4434139 432 "-" "SCO4038"
"4052" 4434208 4434756 549 "-" "SCO4039"
"4053" 4434929 4435393 465 "+" "SCO4040"
"4054" 4435469 4436113 645 "+" "SCO4041"
"4055" 4436138 4436752 615 "-" "SCO4042"
"4056" 4436888 4437184 297 "-" "SCO4043"
"4057" 4437234 4437938 705 "+" "SCO4044"
"4058" 4437969 4438649 681 "-" "SCO4045"
"4059" 4438739 4439197 459 "-" "SCO4046"
"4060" 4439198 4439791 594 "-" "SCO4047"
"4061" 4439817 4440542 726 "-" "SCO4048"
"4062" 4440627 4442975 2349 "+" "SCO4049"
"4063" 4442968 4443588 621 "+" "SCO4050"
"4064" 4443585 4444082 498 "+" "SCO4051"
"4065" 4444079 4444873 795 "+" "SCO4052"
"4066" 4445276 4447045 1770 "+" "SCO4053"
"4067" 4447284 4447970 687 "+" "SCO4054"
"4068" 4447967 4449100 1134 "-" "SCO4055"
"4069" 4449241 4449432 192 "+" "SCO4056"
"4070" 4449455 4450345 891 "-" "SCO4057"
"4071" 4450575 4451078 504 "+" "SCO4058"
"4072" 4451075 4451410 336 "+" "SCO4059"
"4073" 4451653 4452063 411 "+" "SCO4060"
"4074" 4452058 4452060 3 "+" "none"
"4075" 4452173 4452730 558 "-" "SCO4061"
"4076" 4452748 4453257 510 "+" "SCO4062"
"4077" 4453499 4453855 357 "-" "SCO4063"
"4078" 4453820 4453822 3 "-" "none"
"4079" 4453888 4454151 264 "-" "SCO4064"
"4080" 4454564 4455793 1230 "-" "SCO4065"
"4081" 4455786 4456859 1074 "+" "SCO4066"
"4082" 4457032 4457113 82 "+" "srp"
"4083" 4457168 4459522 2355 "+" "SCO4067"
"4084" 4459642 4460892 1251 "+" "SCO4068"
"4085" 4461199 4463193 1995 "+" "SCO4069"
"4086" 4463358 4464875 1518 "+" "SCO4070"
"4087" 4464986 4465885 900 "+" "SCO4071"
"4088" 4466063 4466665 603 "-" "SCO4072"
"4089" 4466674 4467921 1248 "-" "SCO4073"
"4090" 4467951 4468766 816 "-" "SCO4074"
"4091" 4468763 4469743 981 "-" "SCO4075"
"4092" 4470261 4470578 318 "-" "SCO4076"
"4093" 4470929 4471201 273 "+" "SCO4077"
"4094" 4471198 4471878 681 "+" "SCO4078"
"4095" 4471875 4474133 2259 "+" "SCO4079"
"4096" 4474193 4474777 585 "-" "SCO4080"
"4097" 4474926 4475408 483 "+" "SCO4081"
"4098" 4475477 4476316 840 "+" "SCO4082"
"4099" 4476421 4477734 1314 "+" "SCO4083"
"4100" 4477740 4478348 609 "+" "SCO4084"
"4101" 4478431 4479264 834 "+" "SCO4085"
"4102" 4479261 4480853 1593 "+" "SCO4086"
"4103" 4480933 4482000 1068 "+" "SCO4087"
"4104" 4482078 4482332 255 "-" "SCO4088"
"4105" 4482654 4483748 1095 "-" "SCO4089"
"4106" 4483978 4484829 852 "+" "SCO4090"
"4107" 4485363 4485569 207 "+" "SCO4091"
"4108" 4486639 4490622 3984 "-" "SCO4092"
"4109" 4491092 4492711 1620 "-" "SCO4093"
"4110" 4492828 4493178 351 "+" "SCO4094"
"4111" 4493275 4493832 558 "+" "SCO4095"
"4112" 4494136 4496358 2223 "+" "SCO4096"
"4113" 4496497 4498032 1536 "+" "SCO4097"
"4114" 4498219 4498869 651 "-" "SCO4098"
"4115" 4499009 4499689 681 "+" "SCO4099"
"4116" 4499727 4500119 393 "+" "SCO4100"
"4117" 4500126 4500524 399 "+" "SCO4101"
"4118" 4500505 4501464 960 "-" "SCO4102"
"4119" 4501524 4502795 1272 "-" "SCO4103"
"4120" 4502820 4503476 657 "-" "SCO4104"
"4121" 4503887 4504207 321 "+" "SCO4105"
"4122" 4504259 4505389 1131 "+" "SCO4106"
"4123" 4505576 4506940 1365 "+" "SCO4107"
"4124" 4507333 4508376 1044 "+" "SCO4108"
"4125" 4508515 4509459 945 "+" "SCO4109"
"4126" 4509484 4510875 1392 "-" "SCO4110"
"4127" 4510885 4511700 816 "-" "SCO4111"
"4128" 4511815 4512225 411 "+" "SCO4112"
"4129" 4512311 4513591 1281 "-" "SCO4113"
"4130" 4513662 4515083 1422 "-" "SCO4114"
"4131" 4514463 4514465 3 "-" "none"
"4132" 4515796 4517919 2124 "+" "SCO4115"
"4133" 4517925 4521269 3345 "+" "SCO4116"
"4134" 4521256 4523319 2064 "-" "SCO4117"
"4135" 4523502 4524395 894 "-" "SCO4118"
"4136" 4524821 4526149 1329 "+" "SCO4119"
"4137" 4526332 4527990 1659 "+" "SCO4120"
"4138" 4528045 4529322 1278 "-" "SCO4121"
"4139" 4529468 4530016 549 "+" "SCO4122"
"4140" 4530650 4532177 1528 "+" "rrnA"
"4141" 4532454 4535576 3123 "+" "rrnA"
"4142" 4535678 4535798 121 "+" "rrnA"
"4143" 4535862 4536530 669 "-" "SCO4123"
"4144" 4536527 4537897 1371 "-" "SCO4124"
"4145" 4537923 4538456 534 "+" "SCO4125"
"4146" 4538504 4539991 1488 "-" "SCO4126"
"4147" 4540065 4541480 1416 "-" "SCO4127"
"4148" 4541493 4543034 1542 "-" "SCO4128"
"4149" 4543049 4544311 1263 "-" "SCO4129"
"4150" 4544370 4545170 801 "-" "SCO4130"
"4151" 4545338 4545646 309 "-" "SCO4131"
"4152" 4546029 4547051 1023 "+" "SCO4132"
"4153" 4547257 4547973 717 "+" "SCO4133"
"4154" 4547977 4549560 1584 "-" "SCO4134"
"4155" 4550161 4551054 894 "+" "SCO4135"
"4156" 4551282 4551683 402 "-" "SCO4136"
"4157" 4551891 4552511 621 "+" "SCO4137"
"4158" 4552519 4553517 999 "+" "SCO4138"
"4159" 4553637 4554413 777 "-" "SCO4139"
"4160" 4554467 4555531 1065 "-" "SCO4140"
"4161" 4555528 4556538 1011 "-" "SCO4141"
"4162" 4556707 4557819 1113 "-" "SCO4142"
"4163" 4558121 4558549 429 "-" "SCO4143"
"4164" 4558596 4559762 1167 "-" "SCO4144"
"4165" 4559160 4559162 3 "-" "none"
"4166" 4559965 4562289 2325 "-" "SCO4145"
"4167" 4563131 4563673 543 "+" "SCO4146"
"4168" 4563670 4564533 864 "+" "SCO4147"
"4169" 4564580 4565449 870 "+" "SCO4148"
"4170" 4565446 4566975 1530 "+" "SCO4149"
"4171" 4566999 4567619 621 "+" "SCO4150"
"4172" 4567662 4568591 930 "-" "SCO4151"
"4173" 4568800 4570638 1839 "+" "SCO4152"
"4174" 4570805 4571188 384 "-" "SCO4153"
"4175" 4571295 4571696 402 "+" "SCO4154"
"4176" 4571671 4573116 1446 "-" "SCO4155"
"4177" 4573113 4573859 747 "-" "SCO4156"
"4178" 4573948 4574991 1044 "-" "SCO4157"
"4179" 4575112 4576134 1023 "-" "SCO4158"
"4180" 4576177 4576980 804 "-" "SCO4159"
"4181" 4577223 4578059 837 "+" "SCO4160"
"4182" 4578096 4578350 255 "+" "SCO4161"
"4183" 4578354 4579667 1314 "+" "SCO4162"
